"Protein.Accession","Gene.Names","Protein.Annotation","X0h.a","X0h.b","X2h.a","X2h.b","X8h.a","X8h.b","X16h.a","X16h.b"
"tr|Q3TAQ9|Q3TAQ9_MOUSE","Wdr36","Protein Wdr36 OS=Mus musculus GN=Wdr36 PE=2 SV=1",120903.8,110236.6,118778.2,114112.1,148156.2,139656.8,230705.4,227820.6
"sp|Q6ZQL4|WDR43_MOUSE","Wdr43","WD repeat-containing protein 43 OS=Mus musculus GN=Wdr43 PE=2 SV=2",122777.1,118346.4,124323.5,120514.9,163174.1,158527.1,215615.1,220222.4
"sp|Q9Z0H1|WDR46_MOUSE","Wdr46","WD repeat-containing protein 46 OS=Mus musculus GN=Wdr46 PE=2 SV=1",33471.9,32192.5,26195,26566.5,39105.7,38722.6,88151.6,85642
"sp|Q8VCG3|WDR74_MOUSE","Wdr74","WD repeat-containing protein 74 OS=Mus musculus GN=Wdr74 PE=2 SV=1",49976.4,49075.3,46441.9,49709.5,64664.4,60300.8,97290,98775.6
"tr|Q3U821|Q3U821_MOUSE","Wdr75","Protein Wdr75 OS=Mus musculus GN=Wdr75 PE=1 SV=1",89845.1,80264.3,105825,76976.9,147938.8,142239.8,203777.2,201913.4
"sp|Q99J09|MEP50_MOUSE","Wdr77","Methylosome protein 50 OS=Mus musculus GN=Wdr77 PE=1 SV=1",77795.9,82049,83977.5,75596.2,96409,93563.2,135283.4,134166.4
"sp|P47810|WEE1_MOUSE","Wee1","Wee1-like protein kinase OS=Mus musculus GN=Wee1 PE=1 SV=2",11664.2,11595.7,11475.5,11600.7,17564.1,15121.5,28833.2,28045.3
"sp|Q9CRT8|XPOT_MOUSE","Xpot","Exportin-T OS=Mus musculus GN=Xpot PE=2 SV=3",101788.8,98631.8,105423.5,99596.5,129014.5,122108.8,179461,180542.8
"sp|Q9Z0U0|XPR1_MOUSE","Xpr1","Xenotropic and polytropic retrovirus receptor 1 OS=Mus musculus GN=Xpr1 PE=1 SV=1",12877.1,14343.9,12655.3,13374.9,18140.3,17100.2,22200.3,22255.9
"sp|Q8BYL4|SYYM_MOUSE","Yars2","Tyrosine--tRNA ligase, mitochondrial OS=Mus musculus GN=Yars2 PE=1 SV=2",63353.3,59116.4,68219.1,65544.2,81741.7,83493.5,116018.2,118777.5
"sp|P62960|YBOX1_MOUSE","Ybx1","Nuclease-sensitive element-binding protein 1 OS=Mus musculus GN=Ybx1 PE=1 SV=3",79275.5,75506.4,65027.3,83573.1,137413.6,128025.5,249492.5,268024.8
"sp|Q9JKB3|YBOX3_MOUSE","Ybx3","Y-box-binding protein 3 OS=Mus musculus GN=Ybx3 PE=1 SV=2",48274.2,44012.9,40085.1,50257.2,107445.3,95556.3,271425.2,284653.5
"sp|Q9JKB3-2|YBOX3_MOUSE","Ybx3","Isoform 2 of Y-box-binding protein 3 OS=Mus musculus GN=Ybx3",49062.6,44908.8,41309.5,50676.5,109876.9,96972.2,284337.3,300281
"sp|Q9CX30|YIF1B_MOUSE","Yif1b","Protein YIF1B OS=Mus musculus GN=Yif1b PE=1 SV=2",31750.2,31608,31659.9,30381.8,35898.3,36990.5,53649.2,52411.9
"sp|O88967|YMEL1_MOUSE","Yme1l1","ATP-dependent zinc metalloprotease YME1L1 OS=Mus musculus GN=Yme1l1 PE=2 SV=1",105248.8,101299,101319.2,106532.2,131219.1,120492.4,181092.6,185926.4
"sp|Q8CB27|OTU1_MOUSE","Yod1","Ubiquitin thioesterase OTU1 OS=Mus musculus GN=Yod1 PE=1 SV=1",25191.7,23910.4,22747.8,26933.8,27862.1,27594.5,41032.9,40684.4
"sp|Q3U5F4|YRDC_MOUSE","Yrdc","YrdC domain-containing protein, mitochondrial OS=Mus musculus GN=Yrdc PE=1 SV=1",53751.6,56125,63323.6,60652.1,99388.9,91370.8,115839,122137.2
"sp|P59326|YTHD1_MOUSE","Ythdf1","YTH domain-containing family protein 1 OS=Mus musculus GN=Ythdf1 PE=2 SV=1",78797,77897.1,70721,75112.9,103821.5,96406,128388.5,130807.9
"sp|Q91YT7|YTHD2_MOUSE","Ythdf2","YTH domain-containing family protein 2 OS=Mus musculus GN=Ythdf2 PE=2 SV=1",106997.6,101723.5,101360.2,103169.3,164565.3,148349.1,227583.9,243202.9
"sp|Q8BYK6|YTHD3_MOUSE","Ythdf3","YTH domain-containing family protein 3 OS=Mus musculus GN=Ythdf3 PE=1 SV=2",119002.2,116638.3,105289,118848.1,161612,150321.8,190683.5,200748.3
"sp|Q8R205|ZC3HA_MOUSE","Zc3h10","Zinc finger CCCH domain-containing protein 10 OS=Mus musculus GN=Zc3h10 PE=2 SV=1",24235.7,25078.4,25781.7,24551.6,31787.4,30072.8,38685.4,37310.5
"sp|Q8BIY3|ZC12D_MOUSE","Zc3h12d","Probable ribonuclease ZC3H12D OS=Mus musculus GN=Zc3h12d PE=2 SV=2",32211.9,31552.1,20433.6,20132,30175.1,30036.9,66814.1,64341.8
"tr|E9QNR7|E9QNR7_MOUSE","Zc3h12d","Probable ribonuclease ZC3H12D OS=Mus musculus GN=Zc3h12d PE=4 SV=1",33010.8,32492.9,22478.6,21916.1,30452.3,30622.4,61546.4,58696.1
"sp|Q3TIV5|ZC3HF_MOUSE","Zc3h15","Zinc finger CCCH domain-containing protein 15 OS=Mus musculus GN=Zc3h15 PE=1 SV=2",98759.1,93802.5,63075.5,84315.2,131231.2,126807.8,205823.7,217648.6
"sp|Q9JJ48|ZC3H8_MOUSE","Zc3h8","Zinc finger CCCH domain-containing protein 8 OS=Mus musculus GN=Zc3h8 PE=1 SV=2",29721.6,26466.6,30547.7,29017.3,38594.5,35995.4,53247.1,57752.5
"sp|Q69ZB8|ZCHC2_MOUSE","Zcchc2","Zinc finger CCHC domain-containing protein 2 OS=Mus musculus GN=Zcchc2 PE=2 SV=3",23662.6,23891.5,24451.9,22960.2,35362.7,35592.9,48047.8,50353.5
"sp|Q8R1J3|ZCHC9_MOUSE","Zcchc9","Zinc finger CCHC domain-containing protein 9 OS=Mus musculus GN=Zcchc9 PE=2 SV=1",25914.6,27413.4,25655.5,26750.4,41757.8,35748.2,74512,74312.1
"sp|Q8VDZ4|ZDHC5_MOUSE","Zdhhc5","Palmitoyltransferase ZDHHC5 OS=Mus musculus GN=Zdhhc5 PE=1 SV=1",56980.3,54263.5,50132.5,52772.7,70059.5,70445.3,87276.2,81880.3
"tr|E9Q6D6|E9Q6D6_MOUSE","Zfp277","Protein Zfp277 OS=Mus musculus GN=Zfp277 PE=4 SV=1",11648.7,11502.9,12849,11438.1,21063,19935.9,25776,27345.2
"sp|P23949|TISD_MOUSE","Zfp36l2","Zinc finger protein 36, C3H1 type-like 2 OS=Mus musculus GN=Zfp36l2 PE=1 SV=2",29613.6,27892.6,30893.5,31775.5,27669.7,28712.9,42902.9,43110.8
"tr|Q8VCL4|Q8VCL4_MOUSE","Zfp451","Zfp451 protein OS=Mus musculus GN=Zfp451 PE=2 SV=1",3931.8,3938.9,4340.3,3614.2,7526.4,6485.6,8675.2,8460.4
"sp|Q9CQG3|ZMY19_MOUSE","Zmynd19","Zinc finger MYND domain-containing protein 19 OS=Mus musculus GN=Zmynd19 PE=2 SV=1",14241.2,13623.5,12191.3,12060.2,42849.5,37086.8,58158.2,57380.6
"sp|Q922H9|ZN330_MOUSE","Znf330","Zinc finger protein 330 OS=Mus musculus GN=Znf330 PE=2 SV=1",17609.6,19043.7,21303.5,18365.8,29214.7,26606.9,38731.8,38324
"sp|Q8C1M2|ZN428_MOUSE","Znf428","Zinc finger protein 428 OS=Mus musculus GN=Znf428 PE=2 SV=1",10296.8,10879,13291.3,12790.4,13619.4,14730.7,18029.1,18101.1
"sp|Q9DB42|ZN593_MOUSE","Znf593","Zinc finger protein 593 OS=Mus musculus GN=Znf593 PE=2 SV=2",89444.7,84012.9,80813.4,85324.8,124322.9,111963.5,190928.4,187667
"sp|Q8BZ47|ZN609_MOUSE","Znf609","Zinc finger protein 609 OS=Mus musculus GN=Znf609 PE=1 SV=2",10262.1,10498.3,6770.2,10534,16408.3,15829.5,24210.7,25197.6
"sp|Q9QY66|ZNHI2_MOUSE","Znhit2","Zinc finger HIT domain-containing protein 2 OS=Mus musculus GN=Znhit2 PE=2 SV=2",24663.7,26133.6,26790.3,24522,30662.4,28512.9,41879.7,41223.6
"sp|Q9CQK1|ZNHI3_MOUSE","Znhit3","Zinc finger HIT domain-containing protein 3 OS=Mus musculus GN=Znhit3 PE=1 SV=1",9254.1,8353.5,7356.5,9069.3,12376,12042.2,22502,23132.6
"sp|Q3UFB2|BCD1_MOUSE","Znhit6","Box C/D snoRNA protein 1 OS=Mus musculus GN=Znhit6 PE=1 SV=2",47302.2,45306.9,44517.4,45639.1,91300.8,79964.7,141027.5,147464.4
"sp|Q791N7|RPA12_MOUSE","Znrd1","DNA-directed RNA polymerase I subunit RPA12 OS=Mus musculus GN=Znrd1 PE=2 SV=1",7445.9,8113,9109.1,7707.5,10249.9,9882.5,16335.4,16268.2
"sp|Q62384|ZPR1_MOUSE","Zpr1","Zinc finger protein ZPR1 OS=Mus musculus GN=Zpr1 PE=1 SV=1",128412.9,120964.8,139322.1,123567.9,150563.1,146908.4,195138.2,203522.2
"sp|O54692|ZW10_MOUSE","Zw10","Centromere/kinetochore protein zw10 homolog OS=Mus musculus GN=Zw10 PE=2 SV=3",73928.8,74182,82316.8,73863.5,87598.1,85105.9,117719.8,116604.4
"sp|Q9CQU5|ZWINT_MOUSE","Zwint","ZW10 interactor OS=Mus musculus GN=Zwint PE=2 SV=1",44845.7,43590.1,40300.1,47751.2,107702.5,99007.8,139649.7,147580.7
"sp|P41234|ABCA2_MOUSE","Abca2","ATP-binding cassette sub-family A member 2 OS=Mus musculus GN=Abca2 PE=1 SV=4",16701.7,16272.2,13300.6,14039.9,10149.4,11021.2,10050.6,10302.6
"sp|P17981|NAR2A_MOUSE","Art2a","T-cell ecto-ADP-ribosyltransferase 1 OS=Mus musculus GN=Art2a PE=1 SV=2",25167.9,26498.8,8370.2,10894.3,8852.9,11667.6,5924.1,6407.6
"sp|O35975|NAR2B_MOUSE","Art2b","T-cell ecto-ADP-ribosyltransferase 2 OS=Mus musculus GN=Art2b PE=1 SV=2",102108.4,89976,43086.1,51720.6,44318.8,51315.7,41355,39042.6
"sp|Q91VY6|CYTIP_MOUSE","Cytip","Cytohesin-interacting protein OS=Mus musculus GN=Cytip PE=2 SV=1",78315.7,73423,30849.4,38104.4,28239.2,34628.1,33486.7,30196
"sp|P27577|ETS1_MOUSE","Ets1","Protein C-ets-1 OS=Mus musculus GN=Ets1 PE=1 SV=2",194201.1,186499.5,161165,156807.4,94460.7,115742.2,101568.5,96901.2
"sp|P55086|PAR2_MOUSE","F2rl1","Proteinase-activated receptor 2 OS=Mus musculus GN=F2rl1 PE=1 SV=1",23035.8,22237.8,10895.8,12521.1,6381.8,8586.9,5270.7,4798.9
"sp|Q80U16|FA65B_MOUSE","Fam65b","Protein FAM65B OS=Mus musculus GN=Fam65b PE=2 SV=2",168456.9,166523,126919.2,124745.2,92381.8,103503.7,72889.6,71094.9
"sp|O88842|FGD3_MOUSE","Fgd3","FYVE, RhoGEF and PH domain-containing protein 3 OS=Mus musculus GN=Fgd3 PE=1 SV=1",73294.6,71358.3,62475.5,58555.2,45630.3,50848.3,44092.2,39775.7
"sp|Q8R316|HBP1_MOUSE","Hbp1","HMG box-containing protein 1 OS=Mus musculus GN=Hbp1 PE=1 SV=1",34581.9,31291.2,27612.5,27715.4,18833.5,20971.7,19218.1,18876.8
"sp|Q60948|MAD4_MOUSE","Mxd4","Max dimerization protein 4 OS=Mus musculus GN=Mxd4 PE=1 SV=1",59504.2,62154.1,45803.3,48585.4,28929.2,34720.4,40699.9,37447.6
"sp|Q61823|PDCD4_MOUSE","Pdcd4","Programmed cell death protein 4 OS=Mus musculus GN=Pdcd4 PE=1 SV=1",266480.6,271999.6,163063.6,178704.9,88437.7,116636.6,82735.7,80479.2
"sp|O08530|S1PR1_MOUSE","S1pr1","Sphingosine 1-phosphate receptor 1 OS=Mus musculus GN=S1pr1 PE=1 SV=3",28640.3,29480.1,20176.8,24157.5,12504.7,13097.3,12038,11947.3
"sp|O09126|SEM4D_MOUSE","Sema4d","Semaphorin-4D OS=Mus musculus GN=Sema4d PE=1 SV=2",149850.6,152005.1,127505,125999.1,100045.6,109700,98672.7,101689.7
"sp|Q8R4L0|SLAP2_MOUSE","Sla2","Src-like-adapter 2 OS=Mus musculus GN=Sla2 PE=1 SV=3",25873.5,27262.1,18773.3,18912.3,16818.3,18498,18972.1,17251.8
"sp|Q8K1H7|T11L2_MOUSE","Tcp11l2","T-complex protein 11-like protein 2 OS=Mus musculus GN=Tcp11l2 PE=2 SV=1",55560.4,50424.5,43320.5,41292.9,26471.4,32448.9,26424.2,25677.2
"sp|Q8BG60|TXNIP_MOUSE","Txnip","Thioredoxin-interacting protein OS=Mus musculus GN=Txnip PE=1 SV=1",153058.8,149253.5,45080.3,53010.9,38196.9,61453.1,37506.6,40278.5
"sp|P10820|PERF_MOUSE","Prf1","Perforin-1 OS=Mus musculus GN=Prf1 PE=1 SV=2",20201.4,20677.3,21003.2,20031.2,13261,13700.6,18870.4,17610.4
"tr|Z4YNA9|Z4YNA9_MOUSE","AB124611","Protein AB124611 OS=Mus musculus GN=AB124611 PE=1 SV=1",40649.7,38500.1,40289.8,38108.1,30762,30516.3,20560.1,19064
"sp|Q8CE08|PPAP_MOUSE","Acpp","Prostatic acid phosphatase OS=Mus musculus GN=Acpp PE=2 SV=1",19623.5,19951.3,20532,20831.6,13733.1,15031.5,12604.9,10966.8
"sp|Q61288|ACVL1_MOUSE","Acvrl1","Serine/threonine-protein kinase receptor R3 OS=Mus musculus GN=Acvrl1 PE=1 SV=2",19058.8,19869.8,19055,18218.1,15288.2,14668.4,11998.1,12168.5
"sp|O08739|AMPD3_MOUSE","Ampd3","AMP deaminase 3 OS=Mus musculus GN=Ampd3 PE=2 SV=2",94671.4,96226.9,87453.6,92724.3,86525.7,88333.6,62544.2,64087.9
"sp|Q6DFX2|ANTR2_MOUSE","Antxr2","Anthrax toxin receptor 2 OS=Mus musculus GN=Antxr2 PE=2 SV=1",45842.8,46762.6,45664,41729.1,33559,36387.9,27299.6,27776.7
"sp|P10107|ANXA1_MOUSE","Anxa1","Annexin A1 OS=Mus musculus GN=Anxa1 PE=1 SV=2",56897.2,56296.6,61263.8,56360.3,47066,47857.9,37608.7,35639.4
"sp|Q6P068|ARL5C_MOUSE","Arl5c","ADP-ribosylation factor-like protein 5C OS=Mus musculus GN=Arl5c PE=2 SV=1",10702.2,11038.4,9912.2,9880.1,8347.2,7667.3,7605.6,6767.9
"sp|Q9EQP6|ARRC_MOUSE","Arr3","Arrestin-C OS=Mus musculus GN=Arr3 PE=1 SV=1",22590.6,22894.5,20199.2,20594.4,18677.7,18475,11372.8,10696.3
"sp|P13634|CAH1_MOUSE","Ca1","Carbonic anhydrase 1 OS=Mus musculus GN=Ca1 PE=2 SV=4",72323.7,68910.2,96016.4,82400.4,34832.9,34710.7,25055.1,26968.1
"sp|P00920|CAH2_MOUSE","Ca2","Carbonic anhydrase 2 OS=Mus musculus GN=Ca2 PE=1 SV=4",125956.2,124692.2,136830.6,132310.8,104755.5,106925.7,90079.8,86073.2
"sp|P46414|CDN1B_MOUSE","Cdkn1b","Cyclin-dependent kinase inhibitor 1B OS=Mus musculus GN=Cdkn1b PE=1 SV=2",113863.6,112313.8,121732.6,106859.6,59533.6,76747.7,39238.9,38534.5
"sp|O35744|CHIL3_MOUSE","Chil3","Chitinase-like protein 3 OS=Mus musculus GN=Chil3 PE=1 SV=2",36794.9,37360,35219.1,34411.5,28396,26521,23493.4,21390.1
"sp|Q80XD1|CHIO_MOUSE","Chn2","Beta-chimaerin OS=Mus musculus GN=Chn2 PE=2 SV=2",33236.6,34405.3,31331.1,29022.3,27137.2,26943.6,21059.7,21841.7
"sp|Q06890|CLUS_MOUSE","Clu","Clusterin OS=Mus musculus GN=Clu PE=1 SV=1",21044.8,24262,23777.5,20590.9,11033.5,9998.6,8993.3,7507.7
"sp|Q9D5U8|CNBD2_MOUSE","Cnbd2","Cyclic nucleotide-binding domain-containing protein 2 OS=Mus musculus GN=Cnbd2 PE=1 SV=2",28365.2,27733.8,25314.4,26245,22551.2,23513.7,16646,17351.1
"sp|P47936|CNR2_MOUSE","Cnr2","Cannabinoid receptor 2 OS=Mus musculus GN=Cnr2 PE=1 SV=1",54010.4,55716,50364.4,52956.8,32778.9,37281.3,31176.1,30125.9
"sp|Q8CDG5|CRERF_MOUSE","Crebrf","CREB3 regulatory factor OS=Mus musculus GN=Crebrf PE=2 SV=1",21342.7,20809.7,21870.2,22140,11869.1,13361.6,14928.5,12193.5
"sp|P49935|CATH_MOUSE","Ctsh","Pro-cathepsin H OS=Mus musculus GN=Ctsh PE=2 SV=2",40930.4,41810.5,48518.9,44820.6,33735.6,33890.4,26254.5,24761.8
"sp|Q80YW0|CYH4_MOUSE","Cyth4","Cytohesin-4 OS=Mus musculus GN=Cyth4 PE=2 SV=1",140894.5,148239,134509,134911.6,104418.8,115886.1,90321,88574.6
"sp|Q8BYZ7|ELMO3_MOUSE","Elmo3","Engulfment and cell motility protein 3 OS=Mus musculus GN=Elmo3 PE=1 SV=2",21697.1,21693.3,21441.7,20969.7,19099.9,19834.5,13795.3,14103
"sp|Q5SVD0|F101B_MOUSE","Fam101b","Filamin-interacting protein FAM101B OS=Mus musculus GN=Fam101b PE=1 SV=1",116427.8,123239.3,108644.1,103816.6,51690.2,66755.2,29887.7,25837.8
"sp|Q78T81|F102A_MOUSE","Fam102a","Protein FAM102A OS=Mus musculus GN=Fam102a PE=2 SV=1",44374.3,43594.2,43710.9,45450.9,36092.1,38242.3,27190.6,26456.4
"sp|Q80U16-5|FA65B_MOUSE","Fam65b","Isoform 5 of Protein FAM65B OS=Mus musculus GN=Fam65b",161721,158239.7,131450.9,127539.5,98793.4,109609.2,73127.9,71359.7
"sp|Q8C552|FA78A_MOUSE","Fam78a","Protein FAM78A OS=Mus musculus GN=Fam78a PE=2 SV=1",30418.1,33542.5,28201.7,28648.4,21728.1,23190.5,17208.2,16862.6
"sp|P20491|FCERG_MOUSE","Fcer1g","High affinity immunoglobulin epsilon receptor subunit gamma OS=Mus musculus GN=Fcer1g PE=1 SV=1",47259.9,43530.7,48348.3,45053.5,31299.3,31735.8,29606.2,25893.2
"tr|H9H9R4|H9H9R4_MOUSE","Glmp","Protein Glmp OS=Mus musculus GN=Glmp PE=4 SV=1",43928.7,47941.7,39368.2,37044.6,24070.9,26986.6,17235.9,17936.1
"sp|P15105|GLNA_MOUSE","Glul","Glutamine synthetase OS=Mus musculus GN=Glul PE=1 SV=6",58427.1,57226.1,57211,51837.7,41838,43892,28845.8,32465.4
"tr|D3Z6F0|D3Z6F0_MOUSE","Gm14446","Protein Gm14446 OS=Mus musculus GN=Gm14446 PE=4 SV=1",83517.9,85081.3,85307.2,86179,65168.7,70348,52579,48051.1
"sp|O35127|C10_MOUSE","Grcc10","Protein C10 OS=Mus musculus GN=Grcc10 PE=2 SV=1",54035.8,55720.8,63218.9,56645.2,35716.1,37535.8,33158.4,34952.7
"tr|O78196|O78196_MOUSE","H2-Eb1","H-2 class II histocompatibility antigen, I-A beta chain OS=Mus musculus GN=H2-Eb1 PE=2 SV=1",34346.8,30496.3,34346,34558.5,20663.1,22215,19235.5,18283.4
"tr|F8VQG4|F8VQG4_MOUSE","H2-T24","Protein H2-T24 OS=Mus musculus GN=H2-T24 PE=3 SV=1",32404.3,34738.8,30578.6,33019.9,25597.1,26535.3,21601.4,21081.8
"sp|P50172|DHI1_MOUSE","Hsd11b1","Corticosteroid 11-beta-dehydrogenase isozyme 1 OS=Mus musculus GN=Hsd11b1 PE=1 SV=3",193088.6,180004.2,212846.8,195435.4,176734.5,181179.9,129899.1,127261.4
"sp|Q9EQ06|DHB11_MOUSE","Hsd17b11","Estradiol 17-beta-dehydrogenase 11 OS=Mus musculus GN=Hsd17b11 PE=2 SV=1",95059.8,90937.7,100176.4,100459.6,85037,86534.2,64843.7,58150.1
"tr|A0A075B5T2|A0A075B5T2_MOUSE","Ighv6-3","Protein Ighv6-3 OS=Mus musculus GN=Ighv6-3 PE=4 SV=2",41029.2,40656.5,48960.4,46294.4,36936.3,39097.8,27987,28854.4
"tr|F6XWB2|F6XWB2_MOUSE","Igkv1-115","Uncharacterized protein OS=Mus musculus GN=Igkv1-115 PE=4 SV=1",64638.7,58897.2,73621.7,67293.8,59339.1,59770.9,40398.2,39504.7
"tr|A0A087WNI9|A0A087WNI9_MOUSE","Igkv12-46","Protein Igkv12-46 OS=Mus musculus GN=Igkv12-46 PE=4 SV=1",18614.9,17961.3,20598.2,20233.6,15282.5,16415.9,11199.8,11662.8
"tr|A0A087WNJ3|A0A087WNJ3_MOUSE","Igkv8-30","Protein Igkv8-30 OS=Mus musculus GN=Igkv8-30 PE=4 SV=1",25604.4,23091.4,28541.3,26986.5,20903.7,21756.9,15323.4,16566.4
"sp|Q61098|IL18R_MOUSE","Il18r1","Interleukin-18 receptor 1 OS=Mus musculus GN=Il18r1 PE=2 SV=1",43536.4,42706.3,43628.8,39823.3,36707.3,38423.3,26915.9,26382
"sp|P16872|IL7RA_MOUSE","Il7r","Interleukin-7 receptor subunit alpha OS=Mus musculus GN=Il7r PE=1 SV=2",71292.5,73543.8,70747.4,68237.8,39639.2,47641.8,28298.2,27186
"sp|P26011|ITB7_MOUSE","Itgb7","Integrin beta-7 OS=Mus musculus GN=Itgb7 PE=1 SV=2",72838.7,75026,82075.3,80960.6,49014.7,51966.6,50952.2,56973.4
"sp|Q8BVL9|JKIP1_MOUSE","Jakmip1","Janus kinase and microtubule-interacting protein 1 OS=Mus musculus GN=Jakmip1 PE=1 SV=2",69044.4,67850.8,63243.1,64887.3,51695.6,52863.8,36876.9,38315
"sp|P11627|L1CAM_MOUSE","L1cam","Neural cell adhesion molecule L1 OS=Mus musculus GN=L1cam PE=1 SV=1",50966.5,52472.3,50982.1,49189.3,41553.6,42445.1,33172,31882.8
"tr|A2A6H1|A2A6H1_MOUSE","Lasp1","LIM and SH3 domain protein 1 (Fragment) OS=Mus musculus GN=Lasp1 PE=4 SV=1",228258.5,220683.8,211706.9,199618.5,193094.2,200441.2,146286.7,152372.7
"sp|P08071|TRFL_MOUSE","Ltf","Lactotransferrin OS=Mus musculus GN=Ltf PE=2 SV=4",43513.6,44474,34323.7,37041.2,29322.9,29208.7,22300.5,20275.5
"sp|P01843|LAC1_MOUSE",NA,"Ig lambda-1 chain C region OS=Mus musculus PE=1 SV=1",9124.4,8868.2,11881.5,10212.9,7207.4,6965.4,5190.2,5097.6
"sp|Q810N5|CL060_MOUSE",NA,"Uncharacterized protein C12orf60 homolog OS=Mus musculus PE=2 SV=1",30503.1,29992.7,31249,30126.6,26214.2,27712.8,18361.8,18536
"sp|O70145|NCF2_MOUSE","Ncf2","Neutrophil cytosol factor 2 OS=Mus musculus GN=Ncf2 PE=1 SV=1",45408,44156,49138.1,47751.3,38132,39874.4,28270.9,27291.1
"sp|Q8BHB0|NOD1_MOUSE","Nod1","Nucleotide-binding oligomerization domain-containing protein 1 OS=Mus musculus GN=Nod1 PE=2 SV=1",23369.2,24312.7,21243.9,20434.1,17071.3,18303.9,13648.4,12714.5
"tr|B4XVQ1|B4XVQ1_MOUSE","Phf11b","Phf11-3 OS=Mus musculus GN=Phf11b PE=2 SV=1",62645.4,63600.2,70627.9,65107.3,47222.3,50027.3,33516,34557.8
"sp|Q6KAU7|PKHG2_MOUSE","Plekhg2","Pleckstrin homology domain-containing family G member 2 OS=Mus musculus GN=Plekhg2 PE=2 SV=2",54697.9,55361.1,48343.7,51281.9,43137.4,45178.5,34677.9,33766.4
"sp|Q8R0C0|RPC7L_MOUSE","Polr3gl","DNA-directed RNA polymerase III subunit RPC7-like OS=Mus musculus GN=Polr3gl PE=2 SV=2",29278.1,29148.1,30022.3,27480.9,24886.2,25621.4,18779.9,19546.7
"tr|D3Z5G0|D3Z5G0_MOUSE","Pydc4","Protein Pydc4 OS=Mus musculus GN=Pydc4 PE=4 SV=1",38909,39987.5,36310.6,39010,28941.6,31636.3,18100.3,19348.8
"sp|Q9JKM7|RAB37_MOUSE","Rab37","Ras-related protein Rab-37 OS=Mus musculus GN=Rab37 PE=1 SV=2",36509.6,34145.6,37389.3,37164,32145.2,33822,22477.6,22860.7
"sp|Q9Z0F6|RAD9A_MOUSE","Rad9a","Cell cycle checkpoint control protein RAD9A OS=Mus musculus GN=Rad9a PE=1 SV=1",71883.7,74279.8,76097.9,78086.1,65568.8,69303.1,50022.4,51713.8
"sp|Q9WTJ5|RAMP1_MOUSE","Ramp1","Receptor activity-modifying protein 1 OS=Mus musculus GN=Ramp1 PE=2 SV=1",49401.5,48266.1,51179.1,45974.9,40234.2,40784.7,30056.4,31805.8
"sp|Q5SVL6|RPGP2_MOUSE","Rap1gap2","Rap1 GTPase-activating protein 2 OS=Mus musculus GN=Rap1gap2 PE=2 SV=1",13079.2,13578.3,12541.6,13223,10525.8,11040.1,8615.6,9075.3
"sp|Q60790|RASA3_MOUSE","Rasa3","Ras GTPase-activating protein 3 OS=Mus musculus GN=Rasa3 PE=1 SV=2",169377.2,171566.5,161356.9,158492.7,144173.6,155321.4,110484.5,108556.7
"sp|Q64700|RBL2_MOUSE","Rbl2","Retinoblastoma-like protein 2 OS=Mus musculus GN=Rbl2 PE=1 SV=3",66401.1,64070.7,67875.9,62364.2,57263,57167.1,44135.8,41364.7
"sp|Q8C050|KS6A5_MOUSE","Rps6ka5","Ribosomal protein S6 kinase alpha-5 OS=Mus musculus GN=Rps6ka5 PE=1 SV=2",129409.7,127357.9,127353,127587.4,103795.1,110015.4,81873.6,80795.2
"sp|P31725|S10A9_MOUSE","S100a9","Protein S100-A9 OS=Mus musculus GN=S100a9 PE=1 SV=3",68406.2,65314.7,64822,60213.2,56864.1,55156.7,40655,37669
"sp|P17563|SBP1_MOUSE","Selenbp1","Selenium-binding protein 1 OS=Mus musculus GN=Selenbp1 PE=1 SV=2",39467.1,39839.3,35394.8,38457.6,30902.4,32520.7,25262.2,23975.3
"sp|Q62178|SEM4A_MOUSE","Sema4a","Semaphorin-4A OS=Mus musculus GN=Sema4a PE=1 SV=2",48153.7,47041.8,46097.7,43185.3,35132.3,36787.3,23607.4,23018.3
"sp|Q9ERE3|SGK3_MOUSE","Sgk3","Serine/threonine-protein kinase Sgk3 OS=Mus musculus GN=Sgk3 PE=1 SV=1",61921.3,61445.3,59158.8,59491,51933.4,52322.3,40874.4,39687.2
"sp|Q8CGA3|LAT4_MOUSE","Slc43a2","Large neutral amino acids transporter small subunit 4 OS=Mus musculus GN=Slc43a2 PE=1 SV=1",21165.6,20236.5,23661.7,22620,17818.3,18604.4,14078.7,14293.5
"sp|Q8BZ00|SL9A9_MOUSE","Slc9a9","Sodium/hydrogen exchanger 9 OS=Mus musculus GN=Slc9a9 PE=2 SV=1",56437.2,55197.1,57962,61978.4,39855.9,45315.3,23626.4,24109.8
"sp|O35253|SMAD7_MOUSE","Smad7","Mothers against decapentaplegic homolog 7 OS=Mus musculus GN=Smad7 PE=1 SV=1",10731.1,11645.7,9795.1,9981.5,8374.9,8211,6059.1,5985
"sp|P70158|ASM3A_MOUSE","Smpdl3a","Acid sphingomyelinase-like phosphodiesterase 3a OS=Mus musculus GN=Smpdl3a PE=2 SV=2",47154.5,46532.5,48143.9,42580.2,34992,35851.3,28731.1,29219.3
"sp|Q64685|SIAT1_MOUSE","St6gal1","Beta-galactoside alpha-2,6-sialyltransferase 1 OS=Mus musculus GN=St6gal1 PE=1 SV=2",49746.7,48394.9,48824.8,46237.7,33326.3,35028.7,27724.7,26589.6
