"Protein.Accession","Gene.Names","Protein.Annotation","X0h.a","X0h.b","X2h.a","X2h.b","X8h.a","X8h.b","X16h.a","X16h.b"
"sp|Q5XG71|UTP20_MOUSE","Utp20","Small subunit processome component 20 homolog OS=Mus musculus GN=Utp20 PE=2 SV=2",80862.4,71043.9,88699.4,62265.8,118204.7,102222.1,178608.7,174091.5
"sp|Q9JI13|SAS10_MOUSE","Utp3","Something about silencing protein 10 OS=Mus musculus GN=Utp3 PE=1 SV=1",34355.8,32532.4,27770.5,33855.7,49594.8,44648.7,102301.9,99349
"sp|Q8VCY6|UTP6_MOUSE","Utp6","U3 small nucleolar RNA-associated protein 6 homolog OS=Mus musculus GN=Utp6 PE=2 SV=1",105033.6,99856.4,112555,95609.7,152205.6,138201.2,203917.2,203811
"sp|Q8C436|MT21D_MOUSE","Vcpkmt","Protein-lysine methyltransferase METTL21D OS=Mus musculus GN=Vcpkmt PE=2 SV=2",33671.6,36046.8,40435.2,36914.7,48148.2,45984.6,79945.9,83514.3
"sp|P40338|VHL_MOUSE","Vhl","Von Hippel-Lindau disease tumor suppressor OS=Mus musculus GN=Vhl PE=1 SV=1",21728.1,22036.6,25009.4,22611.2,34649.2,32039.2,51302.6,50504.3
"sp|Q9BCZ4|SELS_MOUSE","Vimp","Selenoprotein S OS=Mus musculus GN=Vimp PE=2 SV=3",21429.7,22573.9,23611.1,24521.6,31256.1,29207.3,36432.2,38460.3
"sp|Q8CHS8|VP37A_MOUSE","Vps37a","Vacuolar protein sorting-associated protein 37A OS=Mus musculus GN=Vps37a PE=2 SV=1",10833.7,10670.6,13616.2,10218.9,14482,14130.1,19328.1,21218.5
"sp|Q61048|WBP4_MOUSE","Wbp4","WW domain-binding protein 4 OS=Mus musculus GN=Wbp4 PE=1 SV=4",59156.9,59202.3,53210.3,55047.6,69589.7,67462.6,91242.4,87128.5
"sp|Q9DD24|WBP5_MOUSE","Wbp5","WW domain-binding protein 5 OS=Mus musculus GN=Wbp5 PE=2 SV=1",13788.7,14111,18686.2,16347.9,15543.4,14699.1,22103.2,25784.9
"sp|P59328|WDHD1_MOUSE","Wdhd1","WD repeat and HMG-box DNA-binding protein 1 OS=Mus musculus GN=Wdhd1 PE=1 SV=2",46903.6,48240.5,42807.4,47759.6,46148.2,48110.3,85173.7,88811.6
"sp|Q8BHB4|WDR3_MOUSE","Wdr3","WD repeat-containing protein 3 OS=Mus musculus GN=Wdr3 PE=2 SV=1",73599.7,70783.7,69506.6,74439.8,101824.2,95156.3,151215.1,145579.7
"tr|Q3TAQ9|Q3TAQ9_MOUSE","Wdr36","Protein Wdr36 OS=Mus musculus GN=Wdr36 PE=2 SV=1",120903.8,110236.6,118778.2,114112.1,148156.2,139656.8,230705.4,227820.6
"sp|Q6ZQL4|WDR43_MOUSE","Wdr43","WD repeat-containing protein 43 OS=Mus musculus GN=Wdr43 PE=2 SV=2",122777.1,118346.4,124323.5,120514.9,163174.1,158527.1,215615.1,220222.4
"sp|Q9Z0H1|WDR46_MOUSE","Wdr46","WD repeat-containing protein 46 OS=Mus musculus GN=Wdr46 PE=2 SV=1",33471.9,32192.5,26195,26566.5,39105.7,38722.6,88151.6,85642
"sp|Q8VCG3|WDR74_MOUSE","Wdr74","WD repeat-containing protein 74 OS=Mus musculus GN=Wdr74 PE=2 SV=1",49976.4,49075.3,46441.9,49709.5,64664.4,60300.8,97290,98775.6
"tr|Q3U821|Q3U821_MOUSE","Wdr75","Protein Wdr75 OS=Mus musculus GN=Wdr75 PE=1 SV=1",89845.1,80264.3,105825,76976.9,147938.8,142239.8,203777.2,201913.4
"sp|Q99J09|MEP50_MOUSE","Wdr77","Methylosome protein 50 OS=Mus musculus GN=Wdr77 PE=1 SV=1",77795.9,82049,83977.5,75596.2,96409,93563.2,135283.4,134166.4
"sp|P47810|WEE1_MOUSE","Wee1","Wee1-like protein kinase OS=Mus musculus GN=Wee1 PE=1 SV=2",11664.2,11595.7,11475.5,11600.7,17564.1,15121.5,28833.2,28045.3
"sp|Q8BVE8|NSD2_MOUSE","Whsc1","Histone-lysine N-methyltransferase NSD2 OS=Mus musculus GN=Whsc1 PE=1 SV=2",17625.9,16517.6,13838.1,17160.1,21989.8,21763.7,29194,35542.8
"sp|Q9CRT8|XPOT_MOUSE","Xpot","Exportin-T OS=Mus musculus GN=Xpot PE=2 SV=3",101788.8,98631.8,105423.5,99596.5,129014.5,122108.8,179461,180542.8
"sp|Q9Z0U0|XPR1_MOUSE","Xpr1","Xenotropic and polytropic retrovirus receptor 1 OS=Mus musculus GN=Xpr1 PE=1 SV=1",12877.1,14343.9,12655.3,13374.9,18140.3,17100.2,22200.3,22255.9
"sp|Q8BYL4|SYYM_MOUSE","Yars2","Tyrosine--tRNA ligase, mitochondrial OS=Mus musculus GN=Yars2 PE=1 SV=2",63353.3,59116.4,68219.1,65544.2,81741.7,83493.5,116018.2,118777.5
"sp|P62960|YBOX1_MOUSE","Ybx1","Nuclease-sensitive element-binding protein 1 OS=Mus musculus GN=Ybx1 PE=1 SV=3",79275.5,75506.4,65027.3,83573.1,137413.6,128025.5,249492.5,268024.8
"sp|Q9JKB3|YBOX3_MOUSE","Ybx3","Y-box-binding protein 3 OS=Mus musculus GN=Ybx3 PE=1 SV=2",48274.2,44012.9,40085.1,50257.2,107445.3,95556.3,271425.2,284653.5
"sp|Q9JKB3-2|YBOX3_MOUSE","Ybx3","Isoform 2 of Y-box-binding protein 3 OS=Mus musculus GN=Ybx3",49062.6,44908.8,41309.5,50676.5,109876.9,96972.2,284337.3,300281
"sp|Q9CX30|YIF1B_MOUSE","Yif1b","Protein YIF1B OS=Mus musculus GN=Yif1b PE=1 SV=2",31750.2,31608,31659.9,30381.8,35898.3,36990.5,53649.2,52411.9
"sp|O88967|YMEL1_MOUSE","Yme1l1","ATP-dependent zinc metalloprotease YME1L1 OS=Mus musculus GN=Yme1l1 PE=2 SV=1",105248.8,101299,101319.2,106532.2,131219.1,120492.4,181092.6,185926.4
"sp|Q8CB27|OTU1_MOUSE","Yod1","Ubiquitin thioesterase OTU1 OS=Mus musculus GN=Yod1 PE=1 SV=1",25191.7,23910.4,22747.8,26933.8,27862.1,27594.5,41032.9,40684.4
"sp|Q3U5F4|YRDC_MOUSE","Yrdc","YrdC domain-containing protein, mitochondrial OS=Mus musculus GN=Yrdc PE=1 SV=1",53751.6,56125,63323.6,60652.1,99388.9,91370.8,115839,122137.2
"sp|P59326|YTHD1_MOUSE","Ythdf1","YTH domain-containing family protein 1 OS=Mus musculus GN=Ythdf1 PE=2 SV=1",78797,77897.1,70721,75112.9,103821.5,96406,128388.5,130807.9
"sp|Q91YT7|YTHD2_MOUSE","Ythdf2","YTH domain-containing family protein 2 OS=Mus musculus GN=Ythdf2 PE=2 SV=1",106997.6,101723.5,101360.2,103169.3,164565.3,148349.1,227583.9,243202.9
"sp|Q8BYK6|YTHD3_MOUSE","Ythdf3","YTH domain-containing family protein 3 OS=Mus musculus GN=Ythdf3 PE=1 SV=2",119002.2,116638.3,105289,118848.1,161612,150321.8,190683.5,200748.3
"sp|Q8BIY3|ZC12D_MOUSE","Zc3h12d","Probable ribonuclease ZC3H12D OS=Mus musculus GN=Zc3h12d PE=2 SV=2",32211.9,31552.1,20433.6,20132,30175.1,30036.9,66814.1,64341.8
"tr|E9QNR7|E9QNR7_MOUSE","Zc3h12d","Probable ribonuclease ZC3H12D OS=Mus musculus GN=Zc3h12d PE=4 SV=1",33010.8,32492.9,22478.6,21916.1,30452.3,30622.4,61546.4,58696.1
"sp|Q3TIV5|ZC3HF_MOUSE","Zc3h15","Zinc finger CCCH domain-containing protein 15 OS=Mus musculus GN=Zc3h15 PE=1 SV=2",98759.1,93802.5,63075.5,84315.2,131231.2,126807.8,205823.7,217648.6
"sp|Q9JJ48|ZC3H8_MOUSE","Zc3h8","Zinc finger CCCH domain-containing protein 8 OS=Mus musculus GN=Zc3h8 PE=1 SV=2",29721.6,26466.6,30547.7,29017.3,38594.5,35995.4,53247.1,57752.5
"sp|Q69ZB8|ZCHC2_MOUSE","Zcchc2","Zinc finger CCHC domain-containing protein 2 OS=Mus musculus GN=Zcchc2 PE=2 SV=3",23662.6,23891.5,24451.9,22960.2,35362.7,35592.9,48047.8,50353.5
"sp|B1AX39|ZCHC7_MOUSE","Zcchc7","Zinc finger CCHC domain-containing protein 7 OS=Mus musculus GN=Zcchc7 PE=2 SV=1",37099.2,26828.2,30261.1,34873.8,53690.9,52761.6,61463.7,65102.4
"sp|Q8R1J3|ZCHC9_MOUSE","Zcchc9","Zinc finger CCHC domain-containing protein 9 OS=Mus musculus GN=Zcchc9 PE=2 SV=1",25914.6,27413.4,25655.5,26750.4,41757.8,35748.2,74512,74312.1
"sp|Q8VDZ4|ZDHC5_MOUSE","Zdhhc5","Palmitoyltransferase ZDHHC5 OS=Mus musculus GN=Zdhhc5 PE=1 SV=1",56980.3,54263.5,50132.5,52772.7,70059.5,70445.3,87276.2,81880.3
"sp|O88878|ZFAN5_MOUSE","Zfand5","AN1-type zinc finger protein 5 OS=Mus musculus GN=Zfand5 PE=1 SV=1",5365.5,6223.9,6572.1,5018,10004.9,8281.2,11876.2,13686.8
"tr|R4GML0|R4GML0_MOUSE","Zfp106","Zinc finger protein 106 OS=Mus musculus GN=Zfp106 PE=1 SV=1",29383.4,27793.7,21144.1,27962.8,38737.1,35624,52223.7,48731.7
"tr|E9Q6D6|E9Q6D6_MOUSE","Zfp277","Protein Zfp277 OS=Mus musculus GN=Zfp277 PE=4 SV=1",11648.7,11502.9,12849,11438.1,21063,19935.9,25776,27345.2
"tr|Q8VCL4|Q8VCL4_MOUSE","Zfp451","Zfp451 protein OS=Mus musculus GN=Zfp451 PE=2 SV=1",3931.8,3938.9,4340.3,3614.2,7526.4,6485.6,8675.2,8460.4
"sp|Q9CQG3|ZMY19_MOUSE","Zmynd19","Zinc finger MYND domain-containing protein 19 OS=Mus musculus GN=Zmynd19 PE=2 SV=1",14241.2,13623.5,12191.3,12060.2,42849.5,37086.8,58158.2,57380.6
"sp|Q9ERU3|ZNF22_MOUSE","Znf22","Zinc finger protein 22 OS=Mus musculus GN=Znf22 PE=1 SV=2",53587.8,55250.2,42217.2,59915.3,57475.3,58085.4,102876.1,117285.7
"sp|Q99LI5|ZN281_MOUSE","Znf281","Zinc finger protein 281 OS=Mus musculus GN=Znf281 PE=1 SV=1",52438.8,54627,30796.6,58019,71530.3,67971.9,95786.1,99883.8
"sp|Q922H9|ZN330_MOUSE","Znf330","Zinc finger protein 330 OS=Mus musculus GN=Znf330 PE=2 SV=1",17609.6,19043.7,21303.5,18365.8,29214.7,26606.9,38731.8,38324
"sp|Q9DB42|ZN593_MOUSE","Znf593","Zinc finger protein 593 OS=Mus musculus GN=Znf593 PE=2 SV=2",89444.7,84012.9,80813.4,85324.8,124322.9,111963.5,190928.4,187667
"sp|Q80YR4|ZN598_MOUSE","Znf598","Zinc finger protein 598 OS=Mus musculus GN=Znf598 PE=2 SV=1",53265.9,55561.7,31717.4,54590.2,62522.5,57419,91141.5,89073.5
"sp|Q8BZ47|ZN609_MOUSE","Znf609","Zinc finger protein 609 OS=Mus musculus GN=Znf609 PE=1 SV=2",10262.1,10498.3,6770.2,10534,16408.3,15829.5,24210.7,25197.6
"sp|Q0VEE6|ZN800_MOUSE","Znf800","Zinc finger protein 800 OS=Mus musculus GN=Znf800 PE=1 SV=1",11929.4,10143.4,6593.6,10128.4,14216,13548.4,21780.3,23863.1
"sp|Q9QY66|ZNHI2_MOUSE","Znhit2","Zinc finger HIT domain-containing protein 2 OS=Mus musculus GN=Znhit2 PE=2 SV=2",24663.7,26133.6,26790.3,24522,30662.4,28512.9,41879.7,41223.6
"sp|Q9CQK1|ZNHI3_MOUSE","Znhit3","Zinc finger HIT domain-containing protein 3 OS=Mus musculus GN=Znhit3 PE=1 SV=1",9254.1,8353.5,7356.5,9069.3,12376,12042.2,22502,23132.6
"sp|Q3UFB2|BCD1_MOUSE","Znhit6","Box C/D snoRNA protein 1 OS=Mus musculus GN=Znhit6 PE=1 SV=2",47302.2,45306.9,44517.4,45639.1,91300.8,79964.7,141027.5,147464.4
"sp|Q791N7|RPA12_MOUSE","Znrd1","DNA-directed RNA polymerase I subunit RPA12 OS=Mus musculus GN=Znrd1 PE=2 SV=1",7445.9,8113,9109.1,7707.5,10249.9,9882.5,16335.4,16268.2
"sp|Q62384|ZPR1_MOUSE","Zpr1","Zinc finger protein ZPR1 OS=Mus musculus GN=Zpr1 PE=1 SV=1",128412.9,120964.8,139322.1,123567.9,150563.1,146908.4,195138.2,203522.2
"sp|Q9CQU5|ZWINT_MOUSE","Zwint","ZW10 interactor OS=Mus musculus GN=Zwint PE=2 SV=1",44845.7,43590.1,40300.1,47751.2,107702.5,99007.8,139649.7,147580.7
"sp|P41234|ABCA2_MOUSE","Abca2","ATP-binding cassette sub-family A member 2 OS=Mus musculus GN=Abca2 PE=1 SV=4",16701.7,16272.2,13300.6,14039.9,10149.4,11021.2,10050.6,10302.6
"sp|P17981|NAR2A_MOUSE","Art2a","T-cell ecto-ADP-ribosyltransferase 1 OS=Mus musculus GN=Art2a PE=1 SV=2",25167.9,26498.8,8370.2,10894.3,8852.9,11667.6,5924.1,6407.6
"sp|O35975|NAR2B_MOUSE","Art2b","T-cell ecto-ADP-ribosyltransferase 2 OS=Mus musculus GN=Art2b PE=1 SV=2",102108.4,89976,43086.1,51720.6,44318.8,51315.7,41355,39042.6
"sp|Q91VY6|CYTIP_MOUSE","Cytip","Cytohesin-interacting protein OS=Mus musculus GN=Cytip PE=2 SV=1",78315.7,73423,30849.4,38104.4,28239.2,34628.1,33486.7,30196
"sp|P27577|ETS1_MOUSE","Ets1","Protein C-ets-1 OS=Mus musculus GN=Ets1 PE=1 SV=2",194201.1,186499.5,161165,156807.4,94460.7,115742.2,101568.5,96901.2
"sp|P55086|PAR2_MOUSE","F2rl1","Proteinase-activated receptor 2 OS=Mus musculus GN=F2rl1 PE=1 SV=1",23035.8,22237.8,10895.8,12521.1,6381.8,8586.9,5270.7,4798.9
"sp|Q80U16|FA65B_MOUSE","Fam65b","Protein FAM65B OS=Mus musculus GN=Fam65b PE=2 SV=2",168456.9,166523,126919.2,124745.2,92381.8,103503.7,72889.6,71094.9
"sp|O88842|FGD3_MOUSE","Fgd3","FYVE, RhoGEF and PH domain-containing protein 3 OS=Mus musculus GN=Fgd3 PE=1 SV=1",73294.6,71358.3,62475.5,58555.2,45630.3,50848.3,44092.2,39775.7
"sp|Q8R316|HBP1_MOUSE","Hbp1","HMG box-containing protein 1 OS=Mus musculus GN=Hbp1 PE=1 SV=1",34581.9,31291.2,27612.5,27715.4,18833.5,20971.7,19218.1,18876.8
"sp|Q60843|KLF2_MOUSE","Klf2","Krueppel-like factor 2 OS=Mus musculus GN=Klf2 PE=1 SV=2",15080.7,14523.2,5066,7819.6,7438.6,7756.4,8802,9112.6
"sp|Q60948|MAD4_MOUSE","Mxd4","Max dimerization protein 4 OS=Mus musculus GN=Mxd4 PE=1 SV=1",59504.2,62154.1,45803.3,48585.4,28929.2,34720.4,40699.9,37447.6
"tr|O08692|O08692_MOUSE","Ngp","Myeloid bactenecin (F1) OS=Mus musculus GN=Ngp PE=2 SV=1",48760.7,48386.4,32851.8,41145.8,29773.1,32815.1,25303.7,19059.7
"sp|P54369|OAZ1_MOUSE","Oaz1","Ornithine decarboxylase antizyme 1 OS=Mus musculus GN=Oaz1 PE=1 SV=3",5010.6,4502.9,3684.9,3693.6,3663.8,4115.8,2398.3,3106.7
"sp|Q5DU28|PCX2_MOUSE","Pcnxl2","Pecanex-like protein 2 OS=Mus musculus GN=Pcnxl2 PE=2 SV=2",54892.6,62021.5,36221.1,42953.5,27487.4,34097.8,19946.6,21245.2
"sp|Q61823|PDCD4_MOUSE","Pdcd4","Programmed cell death protein 4 OS=Mus musculus GN=Pdcd4 PE=1 SV=1",266480.6,271999.6,163063.6,178704.9,88437.7,116636.6,82735.7,80479.2
"sp|Q7TMJ8|P3IP1_MOUSE","Pik3ip1","Phosphoinositide-3-kinase-interacting protein 1 OS=Mus musculus GN=Pik3ip1 PE=2 SV=1",26190.8,35382.4,14130.4,16414.2,9544.4,12010.2,8276.9,7366.1
"sp|Q8BZB2|COAC_MOUSE","Ppcdc","Phosphopantothenoylcysteine decarboxylase OS=Mus musculus GN=Ppcdc PE=2 SV=1",6659.8,7175.6,5442,4104.4,3764.4,4720.6,2021.2,2253.9
"sp|O08530|S1PR1_MOUSE","S1pr1","Sphingosine 1-phosphate receptor 1 OS=Mus musculus GN=S1pr1 PE=1 SV=3",28640.3,29480.1,20176.8,24157.5,12504.7,13097.3,12038,11947.3
"sp|P18337|LYAM1_MOUSE","Sell","L-selectin OS=Mus musculus GN=Sell PE=2 SV=1",76576,72979.6,40524.8,41120.9,35039.7,48106.6,40180.1,36479.2
"sp|Q8K1H7|T11L2_MOUSE","Tcp11l2","T-complex protein 11-like protein 2 OS=Mus musculus GN=Tcp11l2 PE=2 SV=1",55560.4,50424.5,43320.5,41292.9,26471.4,32448.9,26424.2,25677.2
"sp|Q8BH02|TOR4A_MOUSE","Tor4a","Torsin-4A OS=Mus musculus GN=Tor4a PE=2 SV=1",27099.9,28262.5,26113.3,20977.3,15001.8,16612.7,20299.2,17679.7
"sp|Q8BG60|TXNIP_MOUSE","Txnip","Thioredoxin-interacting protein OS=Mus musculus GN=Txnip PE=1 SV=1",153058.8,149253.5,45080.3,53010.9,38196.9,61453.1,37506.6,40278.5
"tr|Z4YNA9|Z4YNA9_MOUSE","AB124611","Protein AB124611 OS=Mus musculus GN=AB124611 PE=1 SV=1",40649.7,38500.1,40289.8,38108.1,30762,30516.3,20560.1,19064
"sp|Q8CE08|PPAP_MOUSE","Acpp","Prostatic acid phosphatase OS=Mus musculus GN=Acpp PE=2 SV=1",19623.5,19951.3,20532,20831.6,13733.1,15031.5,12604.9,10966.8
"sp|Q6DFX2|ANTR2_MOUSE","Antxr2","Anthrax toxin receptor 2 OS=Mus musculus GN=Antxr2 PE=2 SV=1",45842.8,46762.6,45664,41729.1,33559,36387.9,27299.6,27776.7
"sp|Q9EQP6|ARRC_MOUSE","Arr3","Arrestin-C OS=Mus musculus GN=Arr3 PE=1 SV=1",22590.6,22894.5,20199.2,20594.4,18677.7,18475,11372.8,10696.3
"sp|P13634|CAH1_MOUSE","Ca1","Carbonic anhydrase 1 OS=Mus musculus GN=Ca1 PE=2 SV=4",72323.7,68910.2,96016.4,82400.4,34832.9,34710.7,25055.1,26968.1
"sp|Q3U0X8|TACT_MOUSE","Cd96","T-cell surface protein tactile OS=Mus musculus GN=Cd96 PE=2 SV=1",34277.3,35461.4,36443.8,29281.4,17533.1,20181.3,15317.8,15009.4
"sp|P46414|CDN1B_MOUSE","Cdkn1b","Cyclin-dependent kinase inhibitor 1B OS=Mus musculus GN=Cdkn1b PE=1 SV=2",113863.6,112313.8,121732.6,106859.6,59533.6,76747.7,39238.9,38534.5
"sp|Q60773|CDN2D_MOUSE","Cdkn2d","Cyclin-dependent kinase 4 inhibitor D OS=Mus musculus GN=Cdkn2d PE=1 SV=2",49355.1,51212.2,59602.5,49575.8,33794,36842.3,36135.7,34645.2
"sp|Q06890|CLUS_MOUSE","Clu","Clusterin OS=Mus musculus GN=Clu PE=1 SV=1",21044.8,24262,23777.5,20590.9,11033.5,9998.6,8993.3,7507.7
"sp|P47936|CNR2_MOUSE","Cnr2","Cannabinoid receptor 2 OS=Mus musculus GN=Cnr2 PE=1 SV=1",54010.4,55716,50364.4,52956.8,32778.9,37281.3,31176.1,30125.9
"sp|Q8CDG5|CRERF_MOUSE","Crebrf","CREB3 regulatory factor OS=Mus musculus GN=Crebrf PE=2 SV=1",21342.7,20809.7,21870.2,22140,11869.1,13361.6,14928.5,12193.5
"sp|P49935|CATH_MOUSE","Ctsh","Pro-cathepsin H OS=Mus musculus GN=Ctsh PE=2 SV=2",40930.4,41810.5,48518.9,44820.6,33735.6,33890.4,26254.5,24761.8
"sp|P56203|CATW_MOUSE","Ctsw","Cathepsin W OS=Mus musculus GN=Ctsw PE=2 SV=2",20993.9,20057.9,18865.3,22650.1,14487.8,14749.6,12484.9,13053.3
"sp|P49290|PERE_MOUSE","Epx","Eosinophil peroxidase OS=Mus musculus GN=Epx PE=1 SV=2",25161.3,27720.6,28987.9,34376.5,19946.2,19593.1,17055.5,15280.2
"sp|P81270|ERG_MOUSE","Erg","Transcriptional regulator ERG OS=Mus musculus GN=Erg PE=1 SV=2",79031.7,69922.1,74540.2,64801.1,54182.8,58041.4,43765.5,42898.6
"sp|Q5SVD0|F101B_MOUSE","Fam101b","Filamin-interacting protein FAM101B OS=Mus musculus GN=Fam101b PE=1 SV=1",116427.8,123239.3,108644.1,103816.6,51690.2,66755.2,29887.7,25837.8
"sp|Q80U16-5|FA65B_MOUSE","Fam65b","Isoform 5 of Protein FAM65B OS=Mus musculus GN=Fam65b",161721,158239.7,131450.9,127539.5,98793.4,109609.2,73127.9,71359.7
"sp|Q8C552|FA78A_MOUSE","Fam78a","Protein FAM78A OS=Mus musculus GN=Fam78a PE=2 SV=1",30418.1,33542.5,28201.7,28648.4,21728.1,23190.5,17208.2,16862.6
"sp|P20491|FCERG_MOUSE","Fcer1g","High affinity immunoglobulin epsilon receptor subunit gamma OS=Mus musculus GN=Fcer1g PE=1 SV=1",47259.9,43530.7,48348.3,45053.5,31299.3,31735.8,29606.2,25893.2
"tr|H9H9R4|H9H9R4_MOUSE","Glmp","Protein Glmp OS=Mus musculus GN=Glmp PE=4 SV=1",43928.7,47941.7,39368.2,37044.6,24070.9,26986.6,17235.9,17936.1
"sp|P15105|GLNA_MOUSE","Glul","Glutamine synthetase OS=Mus musculus GN=Glul PE=1 SV=6",58427.1,57226.1,57211,51837.7,41838,43892,28845.8,32465.4
"tr|D3Z6F0|D3Z6F0_MOUSE","Gm14446","Protein Gm14446 OS=Mus musculus GN=Gm14446 PE=4 SV=1",83517.9,85081.3,85307.2,86179,65168.7,70348,52579,48051.1
"tr|G3UZV2|G3UZV2_MOUSE","Gm4955","Protein Gm4955 (Fragment) OS=Mus musculus GN=Gm4955 PE=4 SV=1",68167.2,68337.7,54801.3,65057.1,45789.4,52423.5,29954.4,30303.4
"sp|Q9Z282|GP132_MOUSE","Gpr132","Probable G-protein coupled receptor 132 OS=Mus musculus GN=Gpr132 PE=1 SV=1",76178.8,71859.1,80655.3,69846.5,47992.2,52196.8,41805.3,41206.2
"sp|P11352|GPX1_MOUSE","Gpx1","Glutathione peroxidase 1 OS=Mus musculus GN=Gpx1 PE=1 SV=2",197698.9,202084.8,201104.4,176004.6,142132.6,154271.6,84391,111650
"sp|O35127|C10_MOUSE","Grcc10","Protein C10 OS=Mus musculus GN=Grcc10 PE=2 SV=1",54035.8,55720.8,63218.9,56645.2,35716.1,37535.8,33158.4,34952.7
"tr|O78196|O78196_MOUSE","H2-Eb1","H-2 class II histocompatibility antigen, I-A beta chain OS=Mus musculus GN=H2-Eb1 PE=2 SV=1",34346.8,30496.3,34346,34558.5,20663.1,22215,19235.5,18283.4
"tr|Q31093|Q31093_MOUSE","H2-M3","Histocompatibility 2, M region locus 3 OS=Mus musculus GN=H2-M3 PE=1 SV=1",44736.7,43547.2,60388,50875.1,41260,43087.2,24045.1,31831.8
"sp|P02088|HBB1_MOUSE","Hbb-b1","Hemoglobin subunit beta-1 OS=Mus musculus GN=Hbb-b1 PE=1 SV=2",105346,101272.2,137896,114311.6,86807,90940.4,72717.8,71342.4
"tr|A8DUK4|A8DUK4_MOUSE","Hbbt1","Beta-globin OS=Mus musculus GN=Hbbt1 PE=3 SV=1",125275.2,124269.9,153728.3,134786.6,102231.3,105942.1,82925.9,83354.5
"sp|Q3U2S8|HVCN1_MOUSE","Hvcn1","Voltage-gated hydrogen channel 1 OS=Mus musculus GN=Hvcn1 PE=1 SV=2",113742.5,111624.1,108197.7,133715.3,97797.7,101345.4,70079.1,67785.2
"tr|A0A075B5W3|A0A075B5W3_MOUSE","Ighv1-53","Protein Ighv1-53 OS=Mus musculus GN=Ighv1-53 PE=4 SV=1",25381,21485.8,27738.3,28415,20744,22492.2,13049.4,14548.6
"sp|P01749|HVM05_MOUSE","Ighv1-61","Ig heavy chain V region 3 OS=Mus musculus GN=Ighv1-61 PE=1 SV=1",28297,23494.1,29053.1,29347.6,23933.3,24337,14603.6,17627.8
"tr|A0A075B5Y2|A0A075B5Y2_MOUSE","Ighv1-75","Protein Ighv1-75 OS=Mus musculus GN=Ighv1-75 PE=4 SV=1",31631.7,26035.9,32398.5,33388.8,26131.5,27347,16988.5,19099.4
"tr|A0A075B5R2|A0A075B5R2_MOUSE","Ighv7-3","Protein Ighv7-3 OS=Mus musculus GN=Ighv7-3 PE=4 SV=1",20921.2,20622.6,28575.3,22030.5,14794.5,15676.5,12658,11804.3
"tr|A0A075B5X4|A0A075B5X4_MOUSE","Ighv8-11","Protein Ighv8-11 OS=Mus musculus GN=Ighv8-11 PE=4 SV=1",24184.2,22374.1,29029.6,25241.9,19889.6,22607,14635.2,16079
"sp|P01592|IGJ_MOUSE","Igj","Immunoglobulin J chain OS=Mus musculus GN=Igj PE=2 SV=4",27598.7,25587.4,35587.9,29757.1,25191.1,24979.5,15342.4,14804.7
"tr|F6XWB2|F6XWB2_MOUSE","Igkv1-115","Uncharacterized protein OS=Mus musculus GN=Igkv1-115 PE=4 SV=1",64638.7,58897.2,73621.7,67293.8,59339.1,59770.9,40398.2,39504.7
"tr|A0A087WNI9|A0A087WNI9_MOUSE","Igkv12-46","Protein Igkv12-46 OS=Mus musculus GN=Igkv12-46 PE=4 SV=1",18614.9,17961.3,20598.2,20233.6,15282.5,16415.9,11199.8,11662.8
"tr|A0A075B5L4|A0A075B5L4_MOUSE","Igkv12-89","Protein Igkv12-89 OS=Mus musculus GN=Igkv12-89 PE=4 SV=2",13020.2,13234.1,18583.8,14302.9,10850.1,10071.4,7504.5,7424.2
"tr|A0A087WNJ3|A0A087WNJ3_MOUSE","Igkv8-30","Protein Igkv8-30 OS=Mus musculus GN=Igkv8-30 PE=4 SV=1",25604.4,23091.4,28541.3,26986.5,20903.7,21756.9,15323.4,16566.4
"sp|P01844|LAC2_MOUSE","Iglc2","Ig lambda-2 chain C region OS=Mus musculus GN=Iglc2 PE=1 SV=1",18380.3,19125.7,21767.9,19242.3,14261.1,16487.4,12195.4,11297.7
"sp|P16872|IL7RA_MOUSE","Il7r","Interleukin-7 receptor subunit alpha OS=Mus musculus GN=Il7r PE=1 SV=2",71292.5,73543.8,70747.4,68237.8,39639.2,47641.8,28298.2,27186
"sp|P26011|ITB7_MOUSE","Itgb7","Integrin beta-7 OS=Mus musculus GN=Itgb7 PE=1 SV=2",72838.7,75026,82075.3,80960.6,49014.7,51966.6,50952.2,56973.4
"sp|Q8BVL9|JKIP1_MOUSE","Jakmip1","Janus kinase and microtubule-interacting protein 1 OS=Mus musculus GN=Jakmip1 PE=1 SV=2",69044.4,67850.8,63243.1,64887.3,51695.6,52863.8,36876.9,38315
"sp|P08071|TRFL_MOUSE","Ltf","Lactotransferrin OS=Mus musculus GN=Ltf PE=2 SV=4",43513.6,44474,34323.7,37041.2,29322.9,29208.7,22300.5,20275.5
"sp|P03888|NU1M_MOUSE","Mtnd1","NADH-ubiquinone oxidoreductase chain 1 OS=Mus musculus GN=Mtnd1 PE=1 SV=3",58312,60463.9,72848.5,92768.3,51517.2,55084.6,42296.6,37428.6
"sp|P01635|KV5A3_MOUSE",NA,"Ig kappa chain V-V region K2 (Fragment) OS=Mus musculus PE=1 SV=1",16160.5,14431.6,17760.8,19816.9,14196.8,13569.4,8329.5,9734.8
